지점,지점명,일시,SPI1
95,철원,2018-03-05,.298
95,철원,2018-03-06,.277
95,철원,2018-03-07,.274
95,철원,2018-03-08,.331
95,철원,2018-03-09,.279
95,철원,2018-03-10,.266
95,철원,2018-03-11,.235
95,철원,2018-03-12,.276
95,철원,2018-03-13,.252
95,철원,2018-03-14,.226
95,철원,2018-03-15,.629
95,철원,2018-03-16,.582
95,철원,2018-03-17,.618
95,철원,2018-03-18,.697
95,철원,2018-03-19,.662
95,철원,2018-03-20,.666
95,철원,2018-03-21,.691
95,철원,2018-03-22,.625
95,철원,2018-03-23,.622
95,철원,2018-03-24,.566
95,철원,2018-03-25,.445
95,철원,2018-03-26,.443
95,철원,2018-03-27,.398
95,철원,2018-03-28,.396
95,철원,2018-03-29,.409
95,철원,2018-03-30,.097
95,철원,2018-03-31,.04
95,철원,2018-04-01,.07
95,철원,2018-04-02,-.046
95,철원,2018-04-03,-.252
95,철원,2018-04-04,.155
95,철원,2018-04-05,.471
95,철원,2018-04-06,.534
95,철원,2018-04-07,.362
95,철원,2018-04-08,.596
95,철원,2018-04-09,.572
95,철원,2018-04-10,.952
95,철원,2018-04-11,.954
95,철원,2018-04-12,.776
95,철원,2018-04-13,.75
95,철원,2018-04-14,.74
95,철원,2018-04-15,.726
95,철원,2018-04-16,.695
95,철원,2018-04-17,.609
95,철원,2018-04-18,.519
95,철원,2018-04-19,.392
95,철원,2018-04-20,.326
95,철원,2018-04-21,.255
95,철원,2018-04-22,.452
95,철원,2018-04-23,1.669
95,철원,2018-04-24,1.583
95,철원,2018-04-25,1.531
95,철원,2018-04-26,1.501
95,철원,2018-04-27,1.483
95,철원,2018-04-28,1.462
95,철원,2018-04-29,1.368
95,철원,2018-04-30,1.359
95,철원,2018-05-01,1.351
95,철원,2018-05-02,1.526
95,철원,2018-05-03,1.437
95,철원,2018-05-04,1.263
95,철원,2018-05-05,1.164
95,철원,2018-05-06,1.173
95,철원,2018-05-07,1.164
95,철원,2018-05-08,.989
95,철원,2018-05-09,.918
95,철원,2018-05-10,.775
95,철원,2018-05-11,.741
95,철원,2018-05-12,1.008
95,철원,2018-05-13,.837
95,철원,2018-05-14,.702
95,철원,2018-05-15,.704
95,철원,2018-05-16,1.281
95,철원,2018-05-17,2.12
95,철원,2018-05-18,2.255
95,철원,2018-05-19,2.171
95,철원,2018-05-20,2.106
95,철원,2018-05-21,2.102
95,철원,2018-05-22,2.161
95,철원,2018-05-23,1.825
95,철원,2018-05-24,1.768
95,철원,2018-05-25,1.764
95,철원,2018-05-26,1.78
95,철원,2018-05-27,1.793
95,철원,2018-05-28,1.793
95,철원,2018-05-29,1.821
95,철원,2018-05-30,1.767
95,철원,2018-05-31,1.676
95,철원,2018-06-01,1.517
95,철원,2018-06-02,1.535
95,철원,2018-06-03,1.495
95,철원,2018-06-04,1.508
95,철원,2018-06-05,1.485
95,철원,2018-06-06,1.575
95,철원,2018-06-07,1.562
95,철원,2018-06-08,1.612
95,철원,2018-06-09,1.588
95,철원,2018-06-10,1.609
95,철원,2018-06-11,1.622
95,철원,2018-06-12,1.825
95,철원,2018-06-13,1.782
95,철원,2018-06-14,1.882
95,철원,2018-06-15,1.42
95,철원,2018-06-16,-.344
95,철원,2018-06-17,-.766
95,철원,2018-06-18,-.762
95,철원,2018-06-19,-.697
95,철원,2018-06-20,-.721
95,철원,2018-06-21,-1.069
95,철원,2018-06-22,-1.355
95,철원,2018-06-23,-1.274
95,철원,2018-06-24,-1.375
95,철원,2018-06-25,-1.63
95,철원,2018-06-26,.138
95,철원,2018-06-27,.083
95,철원,2018-06-28,.407
95,철원,2018-06-29,.346
95,철원,2018-06-30,.277
95,철원,2018-07-01,.615
95,철원,2018-07-02,.759
95,철원,2018-07-03,.718
95,철원,2018-07-04,.69
95,철원,2018-07-05,.604
95,철원,2018-07-06,.579
95,철원,2018-07-07,.552
95,철원,2018-07-08,.42
95,철원,2018-07-09,.464
95,철원,2018-07-10,.725
95,철원,2018-07-11,.866
95,철원,2018-07-12,.742
95,철원,2018-07-13,.668
95,철원,2018-07-14,.46
95,철원,2018-07-15,.368
95,철원,2018-07-16,.294
95,철원,2018-07-17,.244
95,철원,2018-07-18,.281
95,철원,2018-07-19,.216
95,철원,2018-07-20,.204
95,철원,2018-07-21,.161
95,철원,2018-07-22,.083
95,철원,2018-07-23,.061
95,철원,2018-07-24,-.049
95,철원,2018-07-25,-.121
95,철원,2018-07-26,-.671
95,철원,2018-07-27,-.648
95,철원,2018-07-28,-.947
95,철원,2018-07-29,-.975
95,철원,2018-07-30,-.954
95,철원,2018-07-31,-1.353
95,철원,2018-08-01,-1.566
95,철원,2018-08-02,-1.578
95,철원,2018-08-03,-1.55
95,철원,2018-08-04,-1.622
95,철원,2018-08-05,-1.601
95,철원,2018-08-06,-1.517
95,철원,2018-08-07,-1.577
95,철원,2018-08-08,-1.242
95,철원,2018-08-09,-1.736
95,철원,2018-08-10,-2.199
95,철원,2018-08-11,-1.991
95,철원,2018-08-12,-1.939
95,철원,2018-08-13,-1.6
95,철원,2018-08-14,-1.843
95,철원,2018-08-15,-1.686
95,철원,2018-08-16,-1.605
95,철원,2018-08-17,-1.654
95,철원,2018-08-18,-1.696
95,철원,2018-08-19,-1.765
95,철원,2018-08-20,-1.869
95,철원,2018-08-21,-1.506
95,철원,2018-08-22,-1.493
95,철원,2018-08-23,-1.411
95,철원,2018-08-24,-.979
95,철원,2018-08-25,-1.005
95,철원,2018-08-26,-.887
95,철원,2018-08-27,-.861
95,철원,2018-08-28,-.649
95,철원,2018-08-29,1.102
95,철원,2018-08-30,1.181
95,철원,2018-08-31,1.287
95,철원,2018-09-01,1.267
95,철원,2018-09-02,1.253
95,철원,2018-09-03,1.36
95,철원,2018-09-04,1.431
95,철원,2018-09-05,1.496
95,철원,2018-09-06,1.553
95,철원,2018-09-07,1.422
95,철원,2018-09-08,1.429
95,철원,2018-09-09,1.401
95,철원,2018-09-10,1.34
95,철원,2018-09-11,1.298
95,철원,2018-09-12,1.233
95,철원,2018-09-13,1.305
95,철원,2018-09-14,1.391
95,철원,2018-09-15,1.382
95,철원,2018-09-16,1.383
95,철원,2018-09-17,1.37
95,철원,2018-09-18,1.396
95,철원,2018-09-19,1.499
95,철원,2018-09-20,1.505
95,철원,2018-09-21,1.582
95,철원,2018-09-22,1.683
95,철원,2018-09-23,1.682
95,철원,2018-09-24,1.774
95,철원,2018-09-25,1.828
95,철원,2018-09-26,1.909
95,철원,2018-09-27,1.842
95,철원,2018-09-28,-.589
95,철원,2018-09-29,-.626
95,철원,2018-09-30,-.587
95,철원,2018-10-01,-.426
95,철원,2018-10-02,-.293
95,철원,2018-10-03,-.662
95,철원,2018-10-04,-.668
95,철원,2018-10-05,-.371
95,철원,2018-10-06,.021
95,철원,2018-10-07,.042
95,철원,2018-10-08,.065
95,철원,2018-10-09,.047
95,철원,2018-10-10,.13
95,철원,2018-10-11,.287
95,철원,2018-10-12,.286
95,철원,2018-10-13,.357
95,철원,2018-10-14,.414
95,철원,2018-10-15,.451
95,철원,2018-10-16,.436
95,철원,2018-10-17,.537
95,철원,2018-10-18,.615
95,철원,2018-10-19,.673
95,철원,2018-10-20,.609
95,철원,2018-10-21,.199
95,철원,2018-10-22,.139
95,철원,2018-10-23,.32
95,철원,2018-10-24,.394
95,철원,2018-10-25,.387
95,철원,2018-10-26,.629
95,철원,2018-10-27,.633
95,철원,2018-10-28,.775
95,철원,2018-10-29,.832
95,철원,2018-10-30,.85
95,철원,2018-10-31,.833
95,철원,2018-11-01,.908
95,철원,2018-11-02,.966
95,철원,2018-11-03,.976
95,철원,2018-11-04,.754
95,철원,2018-11-05,.161
95,철원,2018-11-06,.133
95,철원,2018-11-07,.123
95,철원,2018-11-08,.946
95,철원,2018-11-09,.976
95,철원,2018-11-10,.969
95,철원,2018-11-11,1.099
95,철원,2018-11-12,1.091
95,철원,2018-11-13,1.067
95,철원,2018-11-14,1.078
95,철원,2018-11-15,1.087
95,철원,2018-11-16,1.069
95,철원,2018-11-17,1.092
95,철원,2018-11-18,1.099
95,철원,2018-11-19,1.042
95,철원,2018-11-20,1.026
95,철원,2018-11-21,1.102
95,철원,2018-11-22,.908
95,철원,2018-11-23,.905
95,철원,2018-11-24,1.01
95,철원,2018-11-25,.671
95,철원,2018-11-26,.751
95,철원,2018-11-27,.518
95,철원,2018-11-28,.496
95,철원,2018-11-29,.439
95,철원,2018-11-30,.487
95,철원,2018-12-01,.482
95,철원,2018-12-02,.505
95,철원,2018-12-03,.597
95,철원,2018-12-04,.654
95,철원,2018-12-05,.716
95,철원,2018-12-06,.759
95,철원,2018-12-07,.722
95,철원,2018-12-08,-.785
95,철원,2018-12-09,-1.134
95,철원,2018-12-10,-1.121
95,철원,2018-12-11,-.999
95,철원,2018-12-12,-.976
95,철원,2018-12-13,-.838
95,철원,2018-12-14,-.88
95,철원,2018-12-15,-.812
95,철원,2018-12-16,-.697
95,철원,2018-12-17,-.655
95,철원,2018-12-18,-.632
95,철원,2018-12-19,-.538
95,철원,2018-12-20,-.407
95,철원,2018-12-21,-.457
95,철원,2018-12-22,-.414
95,철원,2018-12-23,-.405
95,철원,2018-12-24,-1.038
95,철원,2018-12-25,-.987
95,철원,2018-12-26,-.984
95,철원,2018-12-27,-.806
95,철원,2018-12-28,-.85
95,철원,2018-12-29,-.79
95,철원,2018-12-30,-.793
95,철원,2018-12-31,-.77
95,철원,2019-01-01,-.76
95,철원,2019-01-02,-1.354
95,철원,2019-01-03,-2.269
95,철원,2019-01-04,-3.09
95,철원,2019-01-05,-3
95,철원,2019-01-06,-3.09
95,철원,2019-01-07,-3.09
95,철원,2019-01-08,-3.09
95,철원,2019-01-09,-3.09
95,철원,2019-01-10,-3.09
95,철원,2019-01-11,-3.09
95,철원,2019-01-12,-2.019
95,철원,2019-01-13,-2.019
95,철원,2019-01-14,-2.019
95,철원,2019-01-15,-1.554
95,철원,2019-01-16,-1.422
95,철원,2019-01-17,-1.4
95,철원,2019-01-18,-1.415
95,철원,2019-01-19,-1.431
95,철원,2019-01-20,-1.48
95,철원,2019-01-21,-1.485
95,철원,2019-01-22,-1.626
95,철원,2019-01-23,-1.628
95,철원,2019-01-24,-1.672
95,철원,2019-01-25,-1.862
95,철원,2019-01-26,-2.019
95,철원,2019-01-27,-2.019
95,철원,2019-01-28,-2.019
95,철원,2019-01-29,-2.019
95,철원,2019-01-30,-2.028
95,철원,2019-01-31,-2.028
95,철원,2019-02-01,-2.028
95,철원,2019-02-02,-2.028
95,철원,2019-02-03,.047
95,철원,2019-02-04,.033
95,철원,2019-02-05,.105
95,철원,2019-02-06,.234
95,철원,2019-02-07,.214
95,철원,2019-02-08,.212
95,철원,2019-02-09,.191
95,철원,2019-02-10,.121
95,철원,2019-02-11,.122
95,철원,2019-02-12,.156
95,철원,2019-02-13,-.03
95,철원,2019-02-14,-.002
95,철원,2019-02-15,.098
95,철원,2019-02-16,-.014
95,철원,2019-02-17,.002
95,철원,2019-02-18,.052
95,철원,2019-02-19,.326
95,철원,2019-02-20,.322
95,철원,2019-02-21,.21
95,철원,2019-02-22,.2
95,철원,2019-02-23,.19
95,철원,2019-02-24,.22
95,철원,2019-02-25,.19
95,철원,2019-02-26,.19
95,철원,2019-02-27,.14
95,철원,2019-02-28,.15
95,철원,2019-03-01,-2.03
95,철원,2019-03-02,.11
95,철원,2019-03-03,-.94
95,철원,2019-03-04,-.92
95,철원,2019-03-05,-.95
95,철원,2019-03-06,-1.03
95,철원,2019-03-07,-1.11
95,철원,2019-03-08,-1.11
95,철원,2019-03-09,-1.21
95,철원,2019-03-10,-1.23
95,철원,2019-03-11,-1.31
95,철원,2019-03-12,-1.33
95,철원,2019-03-13,-1.35
95,철원,2019-03-14,-1.33
95,철원,2019-03-15,-1.46
95,철원,2019-03-16,-1.47
95,철원,2019-03-17,-1.51
95,철원,2019-03-18,-1.57
95,철원,2019-03-19,-2.35
95,철원,2019-03-20,-.78
95,철원,2019-03-21,-.38
95,철원,2019-03-22,-.35
95,철원,2019-03-23,-.38
95,철원,2019-03-24,-.45
95,철원,2019-03-25,-.48
95,철원,2019-03-26,-.51
95,철원,2019-03-27,-.5
95,철원,2019-03-28,-.47
95,철원,2019-03-29,-.43
95,철원,2019-03-30,-.36
95,철원,2019-03-31,-.44
95,철원,2019-04-01,.16
95,철원,2019-04-02,-.45
95,철원,2019-04-03,-.41
95,철원,2019-04-04,-.37
95,철원,2019-04-05,-.28
95,철원,2019-04-06,-.22
95,철원,2019-04-07,-.32
95,철원,2019-04-08,-.29
95,철원,2019-04-09,-.07
95,철원,2019-04-10,-.05
95,철원,2019-04-11,-.01
95,철원,2019-04-12,-.16
95,철원,2019-04-13,-.18
95,철원,2019-04-14,-.14
95,철원,2019-04-15,-.19
95,철원,2019-04-16,-.22
95,철원,2019-04-17,-.23
95,철원,2019-04-18,-.32
95,철원,2019-04-19,-.4
95,철원,2019-04-20,-.91
95,철원,2019-04-21,-1.31
95,철원,2019-04-22,-1.23
95,철원,2019-04-23,-1.25
95,철원,2019-04-24,-1.22
95,철원,2019-04-25,-.68
95,철원,2019-04-26,-.82
95,철원,2019-04-27,-.91
95,철원,2019-04-28,-.99
95,철원,2019-04-29,-1.06
95,철원,2019-04-30,-1.06
95,철원,2019-05-01,-.43
95,철원,2019-05-02,-.93
95,철원,2019-05-03,-1.1
95,철원,2019-05-04,-1.12
95,철원,2019-05-05,-1.2
95,철원,2019-05-06,-1.26
95,철원,2019-05-07,-1.38
95,철원,2019-05-08,-1.46
95,철원,2019-05-09,-1.71
95,철원,2019-05-10,-1.9
95,철원,2019-05-11,-1.96
95,철원,2019-05-12,-1.84
95,철원,2019-05-13,-1.85
95,철원,2019-05-14,-1.95
95,철원,2019-05-15,-1.97
95,철원,2019-05-16,-1.96
95,철원,2019-05-17,-1.91
95,철원,2019-05-18,-2.04
95,철원,2019-05-19,-1.38
95,철원,2019-05-20,-1.23
95,철원,2019-05-21,-1.18
95,철원,2019-05-22,-1.23
95,철원,2019-05-23,-1.25
95,철원,2019-05-24,-1.22
95,철원,2019-05-25,-1.71
95,철원,2019-05-26,-1.69
95,철원,2019-05-27,-1.54
95,철원,2019-05-28,-1.53
95,철원,2019-05-29,-1.49
95,철원,2019-05-30,-1.48
95,철원,2019-05-31,-1.48
95,철원,2019-06-01,-1.54
95,철원,2019-06-02,-1.57
95,철원,2019-06-03,-1.55
95,철원,2019-06-04,-1.56
95,철원,2019-06-05,-1.52
95,철원,2019-06-06,-1.29
95,철원,2019-06-07,-.59
95,철원,2019-06-08,-.62
95,철원,2019-06-09,-.57
95,철원,2019-06-10,-.61
95,철원,2019-06-11,-.61
95,철원,2019-06-12,-.66
95,철원,2019-06-13,-.59
95,철원,2019-06-14,-.61
95,철원,2019-06-15,-.46
95,철원,2019-06-16,-.44
95,철원,2019-06-17,-.43
95,철원,2019-06-18,.01
95,철원,2019-06-19,-.23
95,철원,2019-06-20,-.34
95,철원,2019-06-21,-.34
95,철원,2019-06-22,-.33
95,철원,2019-06-23,-.38
95,철원,2019-06-24,-.39
95,철원,2019-06-25,-.43
95,철원,2019-06-26,-.64
95,철원,2019-06-27,-.76
95,철원,2019-06-28,-.74
95,철원,2019-06-29,-.75
95,철원,2019-06-30,-.82
95,철원,2019-07-01,-.88
95,철원,2019-07-02,-.98
95,철원,2019-07-03,-1.02
95,철원,2019-07-04,-1.15
95,철원,2019-07-05,-1.17
95,철원,2019-07-06,-1.33
95,철원,2019-07-07,-1.8
95,철원,2019-07-08,-1.87
95,철원,2019-07-09,-1.93
95,철원,2019-07-10,-1.93
95,철원,2019-07-11,-1.8
95,철원,2019-07-12,-1.84
95,철원,2019-07-13,-1.76
95,철원,2019-07-14,-1.56
95,철원,2019-07-15,-1.38
95,철원,2019-07-16,-1.51
95,철원,2019-07-17,-1.61
95,철원,2019-07-18,-1.89
95,철원,2019-07-19,-2.04
95,철원,2019-07-20,-2.19
95,철원,2019-07-21,-1.76
95,철원,2019-07-22,-1.87
95,철원,2019-07-23,-1.91
95,철원,2019-07-24,-1.93
95,철원,2019-07-25,-1.94
95,철원,2019-07-26,-.77
95,철원,2019-07-27,-.7
95,철원,2019-07-28,-.33
95,철원,2019-07-29,-.34
95,철원,2019-07-30,-.26
95,철원,2019-07-31,-.13
95,철원,2019-08-01,-.13
95,철원,2019-08-02,-.11
95,철원,2019-08-03,-.03
95,철원,2019-08-04,-.04
95,철원,2019-08-05,-.01
95,철원,2019-08-06,-.04
95,철원,2019-08-07,.07
95,철원,2019-08-08,.09
95,철원,2019-08-09,.09
95,철원,2019-08-10,.07
95,철원,2019-08-11,.08
95,철원,2019-08-12,.35
95,철원,2019-08-13,.34
95,철원,2019-08-14,.3
95,철원,2019-08-15,.41
95,철원,2019-08-16,.49
95,철원,2019-08-17,.53
95,철원,2019-08-18,.54
95,철원,2019-08-19,.55
95,철원,2019-08-20,.51
95,철원,2019-08-21,.39
95,철원,2019-08-22,.45
95,철원,2019-08-23,.44
95,철원,2019-08-24,.48
95,철원,2019-08-25,.46
95,철원,2019-08-26,-.05
95,철원,2019-08-27,-.04
95,철원,2019-08-28,-.39
95,철원,2019-08-29,-.37
95,철원,2019-08-30,-.42
95,철원,2019-08-31,-.63
95,철원,2019-09-01,-.61
95,철원,2019-09-02,-.58
95,철원,2019-09-03,-.69
95,철원,2019-09-04,-.37
95,철원,2019-09-05,-.06
95,철원,2019-09-06,0
95,철원,2019-09-07,-.1
95,철원,2019-09-08,-.05
95,철원,2019-09-09,-.01
95,철원,2019-09-10,.48
95,철원,2019-09-11,.5
95,철원,2019-09-12,.27
95,철원,2019-09-13,.29
95,철원,2019-09-14,.34
95,철원,2019-09-15,.17
95,철원,2019-09-16,.16
95,철원,2019-09-17,.14
95,철원,2019-09-18,.14
95,철원,2019-09-19,.15
95,철원,2019-09-20,.23
95,철원,2019-09-21,.25
95,철원,2019-09-22,.28
95,철원,2019-09-23,.35
95,철원,2019-09-24,.4
95,철원,2019-09-25,.48
95,철원,2019-09-26,.53
95,철원,2019-09-27,.61
95,철원,2019-09-28,.67
95,철원,2019-09-29,.76
95,철원,2019-09-30,.81
95,철원,2019-10-01,.93
95,철원,2019-10-02,1.09
95,철원,2019-10-03,1.17
95,철원,2019-10-04,.89
95,철원,2019-10-05,.5
95,철원,2019-10-06,.51
95,철원,2019-10-07,.62
95,철원,2019-10-08,.62
95,철원,2019-10-09,.66
95,철원,2019-10-10,-.51
95,철원,2019-10-11,-.59
95,철원,2019-10-12,-.56
95,철원,2019-10-13,-.54
95,철원,2019-10-14,-.53
95,철원,2019-10-15,-.5
95,철원,2019-10-16,-.49
95,철원,2019-10-17,-.4
95,철원,2019-10-18,-.37
95,철원,2019-10-19,-.35
95,철원,2019-10-20,-.31
95,철원,2019-10-21,-.29
95,철원,2019-10-22,-.33
95,철원,2019-10-23,-.33
95,철원,2019-10-24,-.41
95,철원,2019-10-25,-.41
95,철원,2019-10-26,-.39
95,철원,2019-10-27,-.41
95,철원,2019-10-28,-.39
95,철원,2019-10-29,-.32
95,철원,2019-10-30,-.31
95,철원,2019-10-31,-.38
95,철원,2019-11-01,-.38
95,철원,2019-11-02,-.68
95,철원,2019-11-03,-.87
95,철원,2019-11-04,-.85
95,철원,2019-11-05,-.87
95,철원,2019-11-06,-.94
95,철원,2019-11-07,-2.58
95,철원,2019-11-08,-2.65
95,철원,2019-11-09,-2.71
95,철원,2019-11-10,-2.34
95,철원,2019-11-11,-1.85
95,철원,2019-11-12,-2.27
95,철원,2019-11-13,-1.11
95,철원,2019-11-14,-1.1
95,철원,2019-11-15,-1
95,철원,2019-11-16,-1.02
95,철원,2019-11-17,-.38
95,철원,2019-11-18,.18
95,철원,2019-11-19,.13
95,철원,2019-11-20,.14
95,철원,2019-11-21,.14
95,철원,2019-11-22,.16
95,철원,2019-11-23,.17
95,철원,2019-11-24,.21
95,철원,2019-11-25,.23
95,철원,2019-11-26,.23
95,철원,2019-11-27,.28
95,철원,2019-11-28,.25
95,철원,2019-11-29,.18
95,철원,2019-11-30,.25
95,철원,2019-12-01,.24
95,철원,2019-12-02,.26
95,철원,2019-12-03,.26
95,철원,2019-12-04,.25
95,철원,2019-12-05,.31
95,철원,2019-12-06,.35
95,철원,2019-12-07,.42
95,철원,2019-12-08,.51
95,철원,2019-12-09,.58
95,철원,2019-12-10,.65
95,철원,2019-12-11,.65
95,철원,2019-12-12,.7
95,철원,2019-12-13,.44
95,철원,2019-12-14,.52
95,철원,2019-12-15,.46
95,철원,2019-12-16,.52
95,철원,2019-12-17,.23
95,철원,2019-12-18,-.4
95,철원,2019-12-19,-.37
95,철원,2019-12-20,-.29
95,철원,2019-12-21,-.32
95,철원,2019-12-22,-.28
95,철원,2019-12-23,-.18
95,철원,2019-12-24,-.25
95,철원,2019-12-25,-.21
95,철원,2019-12-26,-.19
95,철원,2019-12-27,-.14
95,철원,2019-12-28,-.08
95,철원,2019-12-29,-.01
95,철원,2019-12-30,.01
95,철원,2019-12-31,.24
95,철원,2020-01-01,.02
95,철원,2020-01-02,.04
95,철원,2020-01-03,.05
95,철원,2020-01-04,.1
95,철원,2020-01-05,.11
95,철원,2020-01-06,.02
95,철원,2020-01-07,1.76
95,철원,2020-01-08,.02
95,철원,2020-01-09,2.21
95,철원,2020-01-10,2.18
95,철원,2020-01-11,2.22
95,철원,2020-01-12,2.22
95,철원,2020-01-13,.02
95,철원,2020-01-14,2.19
95,철원,2020-01-15,2.05
95,철원,2020-01-16,2.01
95,철원,2020-01-17,1.92
95,철원,2020-01-18,1.95
95,철원,2020-01-19,1.99
95,철원,2020-01-20,1.97
95,철원,2020-01-21,2.01
95,철원,2020-01-22,2.09
95,철원,2020-01-23,2.07
95,철원,2020-01-24,2.03
95,철원,2020-01-25,2.1
95,철원,2020-01-26,2.12
95,철원,2020-01-27,2.19
95,철원,2020-01-28,2.17
95,철원,2020-01-29,2.2
95,철원,2020-01-30,2.17
95,철원,2020-01-31,2.3
95,철원,2020-02-01,2.25
95,철원,2020-02-02,2.3
95,철원,2020-02-03,2.35
95,철원,2020-02-04,2.48
95,철원,2020-02-05,2.5
95,철원,2020-02-06,2.41
95,철원,2020-02-07,.82
95,철원,2020-02-08,-1.88
95,철원,2020-02-09,-1.93
95,철원,2020-02-10,-1.97
95,철원,2020-02-11,-1.96
95,철원,2020-02-12,-1.15
95,철원,2020-02-13,-1.19
95,철원,2020-02-14,-1.22
95,철원,2020-02-15,-.94
95,철원,2020-02-16,.19
95,철원,2020-02-17,.24
95,철원,2020-02-18,.25
95,철원,2020-02-19,.23
95,철원,2020-02-20,.27
95,철원,2020-02-21,.49
95,철원,2020-02-22,.63
95,철원,2020-02-23,.62
95,철원,2020-02-24,.65
95,철원,2020-02-25,1.02
95,철원,2020-02-26,1.03
95,철원,2020-02-27,1.03
95,철원,2020-02-28,.99
95,철원,2020-02-29,1
95,철원,2020-03-01,1.11
95,철원,2020-03-02,1.07
95,철원,2020-03-03,.98
95,철원,2020-03-04,.9
95,철원,2020-03-05,.83
95,철원,2020-03-06,.81
95,철원,2020-03-07,.81
95,철원,2020-03-08,.8
95,철원,2020-03-09,.77
95,철원,2020-03-10,1.01
95,철원,2020-03-11,.96
95,철원,2020-03-12,.89
95,철원,2020-03-13,1
95,철원,2020-03-14,.99
95,철원,2020-03-15,.96
95,철원,2020-03-16,.54
95,철원,2020-03-17,.52
95,철원,2020-03-18,.49
95,철원,2020-03-19,.5
95,철원,2020-03-20,.48
95,철원,2020-03-21,.38
95,철원,2020-03-22,.2
95,철원,2020-03-23,.16
95,철원,2020-03-24,.07
95,철원,2020-03-25,-.5
95,철원,2020-03-26,-.57
95,철원,2020-03-27,-.51
95,철원,2020-03-28,-.66
95,철원,2020-03-29,-.64
95,철원,2020-03-30,-.69
95,철원,2020-03-31,-.8
95,철원,2020-04-01,-1.04
95,철원,2020-04-02,-1.06
95,철원,2020-04-03,-1.02
95,철원,2020-04-04,-.99
95,철원,2020-04-05,-.83
95,철원,2020-04-06,-.93
95,철원,2020-04-07,-1.05
95,철원,2020-04-08,-1.02
95,철원,2020-04-09,-1.03
95,철원,2020-04-10,-2.18
95,철원,2020-04-11,-2.12
95,철원,2020-04-12,-2.02
95,철원,2020-04-13,-2.07
95,철원,2020-04-14,-2.07
95,철원,2020-04-15,-2.08
95,철원,2020-04-16,-2.14
95,철원,2020-04-17,-1.1
95,철원,2020-04-18,-1.22
95,철원,2020-04-19,-1
95,철원,2020-04-20,-.99
95,철원,2020-04-21,-1.15
95,철원,2020-04-22,-1.08
95,철원,2020-04-23,-1.08
95,철원,2020-04-24,-1.05
95,철원,2020-04-25,-1.03
95,철원,2020-04-26,-1.17
95,철원,2020-04-27,-1.32
95,철원,2020-04-28,-1.4
95,철원,2020-04-29,-1.46
95,철원,2020-04-30,-1.34
95,철원,2020-05-01,-1.36
95,철원,2020-05-02,-1.18
95,철원,2020-05-03,-1.37
95,철원,2020-05-04,-1.39
95,철원,2020-05-05,-1.48
95,철원,2020-05-06,-1.37
95,철원,2020-05-07,-1.49
95,철원,2020-05-08,-1.22
95,철원,2020-05-09,-.11
95,철원,2020-05-10,-.12
95,철원,2020-05-11,-.16
95,철원,2020-05-12,-.15
95,철원,2020-05-13,-.24
95,철원,2020-05-14,-.22
95,철원,2020-05-15,-.13
95,철원,2020-05-16,-.13
95,철원,2020-05-17,-.33
95,철원,2020-05-18,.4
95,철원,2020-05-19,.53
95,철원,2020-05-20,.53
95,철원,2020-05-21,.55
95,철원,2020-05-22,.58
95,철원,2020-05-23,.6
95,철원,2020-05-24,.82
95,철원,2020-05-25,.76
95,철원,2020-05-26,.85
95,철원,2020-05-27,.85
95,철원,2020-05-28,.84
95,철원,2020-05-29,.9
95,철원,2020-05-30,.91
95,철원,2020-05-31,.86
95,철원,2020-06-01,.86
95,철원,2020-06-02,.86
95,철원,2020-06-03,.88
95,철원,2020-06-04,.87
95,철원,2020-06-05,.88
95,철원,2020-06-06,1.03
95,철원,2020-06-07,1.1
95,철원,2020-06-08,.97
95,철원,2020-06-09,.45
95,철원,2020-06-10,.42
95,철원,2020-06-11,.42
95,철원,2020-06-12,.45
95,철원,2020-06-13,.65
95,철원,2020-06-14,.58
95,철원,2020-06-15,.46
95,철원,2020-06-16,.47
95,철원,2020-06-17,.52
95,철원,2020-06-18,-.84
95,철원,2020-06-19,-1.29
95,철원,2020-06-20,-1.26
95,철원,2020-06-21,-1.21
95,철원,2020-06-22,-1.18
95,철원,2020-06-23,-1.23
95,철원,2020-06-24,-.52
95,철원,2020-06-25,-.36
95,철원,2020-06-26,-.55
95,철원,2020-06-27,-.28
95,철원,2020-06-28,-.27
95,철원,2020-06-29,-.3
95,철원,2020-06-30,-.17
95,철원,2020-07-01,-.24
95,철원,2020-07-02,-.37
95,철원,2020-07-03,-.41
95,철원,2020-07-04,-.51
95,철원,2020-07-05,-.57
95,철원,2020-07-06,-.6
95,철원,2020-07-07,-.59
95,철원,2020-07-08,-.68
95,철원,2020-07-09,-.72
95,철원,2020-07-10,-.33
95,철원,2020-07-11,-.36
95,철원,2020-07-12,-.46
95,철원,2020-07-13,-.32
95,철원,2020-07-14,-.27
95,철원,2020-07-15,-.4
95,철원,2020-07-16,-.5
95,철원,2020-07-17,-.57
95,철원,2020-07-18,-.37
95,철원,2020-07-19,-.3
95,철원,2020-07-20,-.36
95,철원,2020-07-21,-.42
95,철원,2020-07-22,-.51
95,철원,2020-07-23,-.17
95,철원,2020-07-24,-.53
95,철원,2020-07-25,-.69
95,철원,2020-07-26,-.73
95,철원,2020-07-27,-.81
95,철원,2020-07-28,-.89
95,철원,2020-07-29,-.81
95,철원,2020-07-30,-.9
95,철원,2020-07-31,-.94
95,철원,2020-08-01,-.46
